sno,Influencer_ID,Influencer_Name,Platform,Influencer_Tier,Followers,Likes,Comments,Shares,Campaign_ID,Campaign_Cost,Revenue,Campaign_Type,Total_Engagement,Engagement_Rate,Calculated_ROI,CPE,Data_Status,Is_Undervalued_Influencer
3824,INF0782,Influencer_782,Instagram,Micro,772831,37888,2531,1454,CAM03908,2140,31606,Product Launch,41873,0.0542,13.7692,0.0511,Verified,No
3825,INF0768,Influencer_768,Facebook,Macro,52377,3870,297,55,CAM03838,4864,12220,Promotion,4222,0.0806,1.5123,1.1521,Verified,No
3829,INF0783,Influencer_783,Instagram,Macro,280891,25244,2796,291,CAM03911,4881,34487,Product Launch,28331,0.1009,6.0656,0.1723,Verified,No
3830,INF0768,Influencer_768,Youtube,Nano,864143,54524,9075,2263,CAM03840,2404,46640,Giveaway,65862,0.0762,18.401,0.0365,Verified,No
3831,INF0783,Influencer_783,Facebook,Micro,555663,37018,5094,1308,CAM03912,3175,42296,Giveaway,43420,0.0781,12.3216,0.0731,Verified,No
3833,INF0769,Influencer_769,Facebook,Mega,152182,14101,1892,412,CAM03841,3907,29427,Product Launch,16405,0.1078,6.5319,0.2382,Verified,No
3836,INF0769,Influencer_769,Youtube,Nano,258969,12131,2012,317,CAM03842,1925,13739,Product Launch,14460,0.0558,6.1371,0.1331,Verified,No
3837,INF0784,Influencer_784,Facebook,Micro,504411,41129,5937,1266,CAM03916,4403,47986,Product Launch,48332,0.0958,9.8985,0.0911,Verified,No
3838,INF0784,Influencer_784,Youtube,Mega,645472,29521,1929,628,CAM03917,1157,24541,Giveaway,32078,0.0497,20.2109,0.0361,Verified,No
3841,INF0784,Influencer_784,Instagram,Mega,168086,9357,1768,219,CAM03918,4201,21718,Product Launch,11344,0.0675,4.1697,0.3703,Verified,No
3845,INF0770,Influencer_770,Instagram,Nano,142406,1993,237,55,CAM03846,3472,14422,Giveaway,2285,0.016,3.1538,1.5195,Verified,No
3846,INF0785,Influencer_785,Youtube,Micro,849644,78867,13472,1233,CAM03921,3130,76532,Product Launch,93572,0.1101,23.4511,0.0335,Verified,No
3849,INF0785,Influencer_785,Facebook,Macro,212213,14486,1859,446,CAM03923,3102,18830,Promotion,16791,0.0791,5.0703,0.1847,Verified,No
3850,INF0785,Influencer_785,Instagram,Nano,370750,16570,1686,558,CAM03924,4239,27588,Product Launch,18814,0.0507,5.5081,0.2253,Verified,No
3851,INF0770,Influencer_770,Youtube,Macro,236319,5710,939,73,CAM03848,3132,13239,Giveaway,6722,0.0284,3.227,0.4659,Verified,No
3853,INF0786,Influencer_786,Instagram,Macro,49966,693,50,24,CAM03926,1673,7054,Promotion,767,0.0154,3.2164,2.1812,Verified,No
3854,INF0770,Influencer_770,Facebook,Macro,209774,5733,949,95,CAM03849,2442,6642,Promotion,6777,0.0323,1.7199,0.3603,Verified,No
3855,INF0786,Influencer_786,Facebook,Nano,991991,16342,1298,359,CAM03927,578,11917,Product Launch,17999,0.0181,19.6176,0.0321,Verified,No
3862,INF0787,Influencer_787,Facebook,Nano,849248,39007,5174,503,CAM03931,2439,32602,Product Launch,44684,0.0526,12.367,0.0546,Verified,No
3863,INF0787,Influencer_787,Instagram,Nano,585095,43078,5891,2130,CAM03932,729,36178,Giveaway,51099,0.0873,48.6269,0.0143,Verified,Yes
3865,INF0787,Influencer_787,Youtube,Macro,554064,16411,2193,470,CAM03934,4595,32716,Giveaway,19074,0.0344,6.1199,0.2409,Verified,No
3867,INF0788,Influencer_788,Instagram,Micro,264619,11691,1634,388,CAM03936,3429,25716,Giveaway,13713,0.0518,6.4996,0.2501,Verified,No
3868,INF0788,Influencer_788,Youtube,Nano,188920,7259,1028,111,CAM03937,3329,20318,Giveaway,8398,0.0445,5.1033,0.3964,Verified,No
3870,INF0788,Influencer_788,Facebook,Micro,7476,368,68,15,CAM03939,1820,6172,Product Launch,451,0.0603,2.3912,4.0355,Verified,No
3872,INF0825,Influencer_825,Facebook,Nano,90338,6135,1154,134,CAM04123,3471,9903,Promotion,7423,0.0822,1.8531,0.4676,Verified,No
3873,INF0789,Influencer_789,Instagram,Macro,832694,58266,8779,1035,CAM03941,854,44919,Giveaway,68080,0.0818,51.5984,0.0125,Verified,Yes
3875,INF0789,Influencer_789,Facebook,Nano,297202,27354,1408,1129,CAM03942,4980,25228,Promotion,29891,0.1006,4.0659,0.1666,Verified,No
3876,INF0825,Influencer_825,Youtube,Macro,347473,30951,2581,486,CAM04125,891,12727,Promotion,34018,0.0979,13.284,0.0262,Verified,No
3877,INF0826,Influencer_826,Youtube,Macro,628179,20060,2880,559,CAM04126,2322,21578,Promotion,23499,0.0374,8.2929,0.0988,Verified,No
3878,INF0789,Influencer_789,Youtube,Micro,849385,57255,8760,706,CAM03943,1715,48542,Giveaway,66721,0.0786,27.3044,0.0257,Verified,Yes
3881,INF0826,Influencer_826,Instagram,Micro,866976,70013,12505,2941,CAM04128,1669,64677,Promotion,85459,0.0986,37.7519,0.0195,Verified,Yes
3884,INF0790,Influencer_790,Facebook,Micro,193259,4552,516,191,CAM03946,1671,8972,Promotion,5259,0.0272,4.3692,0.3177,Verified,No
3886,INF0790,Influencer_790,Instagram,Macro,103318,8457,1330,189,CAM03947,2735,18214,Promotion,9976,0.0966,5.6596,0.2742,Verified,No
3887,INF0790,Influencer_790,Youtube,Micro,361713,12608,1382,264,CAM03948,3504,16759,Promotion,14254,0.0394,3.7828,0.2458,Verified,No
3888,INF0827,Influencer_827,Facebook,Micro,230071,11598,2177,540,CAM04131,3379,16660,Product Launch,14315,0.0622,3.9305,0.236,Verified,No
3890,INF0827,Influencer_827,Youtube,Micro,733459,61131,3372,2501,CAM04132,4855,71475,Giveaway,67004,0.0914,13.7219,0.0725,Verified,No
3893,INF0791,Influencer_791,Facebook,Micro,327240,21046,3220,541,CAM03951,400,18388,Giveaway,24807,0.0758,44.97,0.0161,Verified,Yes
3895,INF0791,Influencer_791,Instagram,Micro,425558,16989,2456,199,CAM03952,4454,23366,Product Launch,19644,0.0462,4.2461,0.2267,Verified,No
3896,INF0827,Influencer_827,Instagram,Nano,776217,29257,2384,494,CAM04135,2056,20315,Giveaway,32135,0.0414,8.8808,0.064,Verified,No
3898,INF0828,Influencer_828,Facebook,Macro,111702,6232,590,101,CAM04136,1724,7948,Giveaway,6923,0.062,3.6102,0.249,Verified,No
3899,INF0791,Influencer_791,Youtube,Nano,891624,1253911,872,562,CAM03954,4266,23589,Product Launch,1255345,1.4079,4.5295,0.0034,Suspicious,No
3902,INF0828,Influencer_828,Instagram,Macro,818495,55929,10435,1477,CAM04138,2757,60323,Promotion,67841,0.0829,20.8799,0.0406,Verified,No
3903,INF0792,Influencer_792,Instagram,Micro,977360,26510,1932,633,CAM03956,1230,23508,Giveaway,29075,0.0297,18.1122,0.0423,Verified,No
3904,INF0724,Influencer_724,Facebook,Micro,708647,44741,8383,1942,CAM03616,390,40368,Promotion,55066,0.0777,102.5077,0.0071,Verified,Yes
3905,INF0828,Influencer_828,Youtube,Micro,287946,10305,586,220,CAM04139,4436,27931,Product Launch,11111,0.0386,5.2964,0.3992,Verified,No
3906,INF0792,Influencer_792,Youtube,Macro,960503,35678,6426,1077,CAM03957,1882,36572,Product Launch,43181,0.045,18.4325,0.0436,Verified,No
3909,INF0724,Influencer_724,Instagram,Micro,569241,48934,7856,2244,CAM03617,4943,46961,Product Launch,59034,0.1037,8.5005,0.0837,Verified,No
3913,INF0793,Influencer_793,Facebook,Nano,314419,5600,298,189,CAM03961,3998,8691,Promotion,6087,0.0194,1.1738,0.6568,Verified,No
3915,INF0724,Influencer_724,Youtube,Micro,504362,38750,3860,1506,CAM03620,2845,34526,Giveaway,44116,0.0875,11.1357,0.0645,Verified,No
3916,INF0725,Influencer_725,Instagram,Macro,846864,52754,4905,2076,CAM03621,4999,40672,Product Launch,59735,0.0705,7.136,0.0837,Verified,No
3920,INF0793,Influencer_793,Instagram,Macro,856437,28867,3065,1366,CAM03963,4799,26557,Giveaway,33298,0.0389,4.5339,0.1441,Verified,No
3921,INF0793,Influencer_793,Youtube,Nano,897040,25875,5019,731,CAM03964,1567,25907,Promotion,31625,0.0353,15.5329,0.0495,Verified,No
3922,INF0725,Influencer_725,Facebook,Micro,262272,21712,3753,714,CAM03624,1695,24755,Promotion,26179,0.0998,13.6047,0.0647,Verified,No
3924,INF0794,Influencer_794,Facebook,Micro,717797,17895,2664,402,CAM03966,2492,15968,Product Launch,20961,0.0292,5.4077,0.1189,Verified,No
3927,INF0794,Influencer_794,Youtube,Micro,966322,30733,2333,1319,CAM03968,2207,26484,Promotion,34385,0.0356,11,0.0642,Verified,No
3928,INF0726,Influencer_726,Facebook,Micro,61428,1956,233,57,CAM03626,2704,4579,Promotion,2246,0.0366,0.6934,1.2039,Verified,No
3929,INF0794,Influencer_794,Instagram,Nano,524890,8706,1564,409,CAM03969,771,9513,Product Launch,10679,0.0203,11.3385,0.0722,Verified,No
3931,INF0726,Influencer_726,Youtube,Macro,201130,11529,2075,236,CAM03627,3662,11476,Promotion,13840,0.0688,2.1338,0.2646,Verified,No
3932,INF0795,Influencer_795,Youtube,Nano,410320,13245,845,323,CAM03971,2426,15328,Product Launch,14413,0.0351,5.3182,0.1683,Verified,No
3933,INF0795,Influencer_795,Facebook,Nano,987499,22776,3470,672,CAM03972,171,19800,Promotion,26918,0.0273,114.7895,0.0064,Verified,Yes
3936,INF0795,Influencer_795,Instagram,Micro,544489,14624,2121,491,CAM03974,1298,14914,Product Launch,17236,0.0317,10.49,0.0753,Verified,No
3940,INF0796,Influencer_796,Facebook,Mega,958261,82524,7786,3835,CAM03976,1818,64473,Promotion,94145,0.0982,34.4637,0.0193,Verified,Yes
3941,INF0727,Influencer_727,Youtube,Micro,873422,1228314,5679,1793,CAM03631,1982,40432,Giveaway,1235786,1.4149,19.3996,0.0016,Suspicious,No
3942,INF0796,Influencer_796,Instagram,Nano,670103,12446,1102,600,CAM03977,1004,11097,Giveaway,14148,0.0211,10.0528,0.071,Verified,No
3943,INF0829,Influencer_829,Facebook,Macro,767505,35942,3193,1129,CAM04141,516,24956,Promotion,40264,0.0525,47.3643,0.0128,Verified,Yes
3944,INF0829,Influencer_829,Youtube,Micro,276680,15122,2355,444,CAM04142,2737,13934,Product Launch,17921,0.0648,4.091,0.1527,Verified,No
3945,INF0796,Influencer_796,Youtube,Micro,820340,67773,6190,1573,CAM03978,1065,48928,Product Launch,75536,0.0921,44.9418,0.0141,Verified,Yes
3946,INF0727,Influencer_727,Facebook,Micro,419494,20960,2479,859,CAM03632,248,17015,Giveaway,24298,0.0579,67.6089,0.0102,Verified,Yes
3950,INF0829,Influencer_829,Instagram,Macro,259810,19218,3567,385,CAM04144,3326,31196,Promotion,23170,0.0892,8.3794,0.1435,Verified,No
3954,INF0830,Influencer_830,Facebook,Micro,872977,26797,2206,696,CAM04146,770,20017,Promotion,29699,0.034,24.9961,0.0259,Verified,Yes
3955,INF0797,Influencer_797,Facebook,Micro,266891,3737,627,173,CAM03981,300,4129,Product Launch,4537,0.017,12.7633,0.0661,Verified,No
3958,INF0830,Influencer_830,Instagram,Nano,77552,1225,133,25,CAM04148,4103,11696,Product Launch,1383,0.0178,1.8506,2.9667,Verified,No
3960,INF0728,Influencer_728,Facebook,Nano,441194,19994,2693,393,CAM03636,338,16479,Giveaway,23080,0.0523,47.7544,0.0146,Verified,Yes
3962,INF0797,Influencer_797,Instagram,Macro,899141,19921,1936,484,CAM03983,2326,19827,Giveaway,22341,0.0248,7.5241,0.1041,Verified,No
3963,INF0728,Influencer_728,Youtube,Nano,639156,20845,3470,488,CAM03637,4324,27562,Promotion,24803,0.0388,5.3742,0.1743,Verified,No
3968,INF0830,Influencer_830,Youtube,Macro,254880,23798,1380,425,CAM04150,3740,32628,Product Launch,25603,0.1005,7.7241,0.1461,Verified,No
3970,INF0831,Influencer_831,Instagram,Micro,984756,31960,3001,793,CAM04151,4170,30826,Promotion,35754,0.0363,6.3923,0.1166,Verified,No
3971,INF0728,Influencer_728,Instagram,Nano,375430,14543,890,234,CAM03640,610,10182,Giveaway,15667,0.0417,15.6918,0.0389,Verified,No
3974,INF0831,Influencer_831,Youtube,Nano,683542,47417,2689,1831,CAM04153,3142,41963,Giveaway,51937,0.076,12.3555,0.0605,Verified,No
3975,INF0729,Influencer_729,Youtube,Nano,867938,32006,4679,1180,CAM03641,1509,32903,Promotion,37865,0.0436,20.8045,0.0399,Verified,Yes
3978,INF0729,Influencer_729,Facebook,Micro,628298,17101,1253,573,CAM03642,3341,23109,Promotion,18927,0.0301,5.9168,0.1765,Verified,No
3979,INF0832,Influencer_832,Facebook,Nano,722907,60653,10871,675,CAM04156,3694,50550,Promotion,72199,0.0999,12.6844,0.0512,Verified,No
3981,INF0832,Influencer_832,Youtube,Nano,72812,7278,997,99,CAM04157,253,5515,Product Launch,8374,0.115,20.7984,0.0302,Verified,Yes
3982,INF0832,Influencer_832,Instagram,Mega,335294,6585,1082,289,CAM04158,4384,27062,Giveaway,7956,0.0237,5.1729,0.551,Verified,No
3983,INF0729,Influencer_729,Instagram,Micro,471113,14984,2751,697,CAM03644,3380,29901,Promotion,18432,0.0391,7.8464,0.1834,Verified,No
3987,INF0833,Influencer_833,Facebook,Nano,22497,2114,401,69,CAM04161,863,3210,Product Launch,2584,0.1149,2.7196,0.334,Verified,No
3988,INF0833,Influencer_833,Youtube,Macro,519851,37051,4122,1200,CAM04162,4135,44499,Product Launch,42373,0.0815,9.7615,0.0976,Verified,No
3989,INF0730,Influencer_730,Youtube,Macro,819833,67543,12387,3294,CAM03646,2970,62020,Giveaway,83224,0.1015,19.8822,0.0357,Verified,No
3991,INF0852,Influencer_852,Youtube,Nano,524890,1653,312,68,CAM04258,4162,16555,Giveaway,2033,0.0039,2.9777,2.0472,Verified,No
3993,INF0730,Influencer_730,Facebook,Macro,403101,13800,2758,463,CAM03647,1802,18397,Product Launch,17021,0.0422,9.2092,0.1059,Verified,No
3994,INF0833,Influencer_833,Instagram,Nano,270330,10617,1647,380,CAM04165,1442,14755,Product Launch,12644,0.0468,9.2323,0.114,Verified,No
3996,INF0834,Influencer_834,Youtube,Micro,193407,8096,804,200,CAM04166,4093,14725,Product Launch,9100,0.0471,2.5976,0.4498,Verified,No
3997,INF0730,Influencer_730,Instagram,Macro,159691,10427,815,497,CAM03648,939,11681,Promotion,11739,0.0735,11.4398,0.08,Verified,No
3998,INF0852,Influencer_852,Instagram,Micro,992551,80721,7487,839,CAM04260,1089,56349,Giveaway,89047,0.0897,50.7438,0.0122,Verified,Yes
3999,INF0834,Influencer_834,Instagram,Macro,932018,29336,5001,755,CAM04167,2720,30333,Giveaway,35092,0.0377,10.1518,0.0775,Verified,No
4002,INF0853,Influencer_853,Instagram,Micro,654484,40398,5769,1913,CAM04261,1177,34806,Product Launch,48080,0.0735,28.5718,0.0245,Verified,Yes
4003,INF0834,Influencer_834,Facebook,Micro,474017,23375,4005,519,CAM04169,771,20750,Product Launch,27899,0.0589,25.9131,0.0276,Verified,Yes
4006,INF0853,Influencer_853,Facebook,Mega,78567,1196,124,19,CAM04262,1228,1958,Giveaway,1339,0.017,0.5945,0.9171,Verified,No
4007,INF0835,Influencer_835,Instagram,Macro,665010,60521,10533,1026,CAM04171,1406,54579,Promotion,72080,0.1084,37.8186,0.0195,Verified,Yes
4008,INF0731,Influencer_731,Youtube,Nano,587257,52096,2996,1588,CAM03651,3372,36463,Promotion,56680,0.0965,9.8135,0.0595,Verified,No
4011,INF0731,Influencer_731,Instagram,Nano,419086,14823,1228,697,CAM03652,4217,23411,Product Launch,16748,0.04,4.5516,0.2518,Verified,No
4013,INF0835,Influencer_835,Facebook,Micro,287804,5641,1058,258,CAM04175,2474,9203,Product Launch,6957,0.0242,2.7199,0.3556,Verified,No
4014,INF0731,Influencer_731,Facebook,Micro,382522,10470,2092,186,CAM03653,955,10218,Giveaway,12748,0.0333,9.6995,0.0749,Verified,No
4015,INF0836,Influencer_836,Facebook,Nano,917905,18018,2085,274,CAM04176,2493,13964,Promotion,20377,0.0222,4.6013,0.1223,Verified,No
4016,INF0836,Influencer_836,Instagram,Mega,289520,23203,4364,933,CAM04177,1994,27412,Product Launch,28500,0.0984,12.7472,0.07,Verified,No
4018,INF0836,Influencer_836,Youtube,Macro,383231,24713,1584,1120,CAM04178,4050,19728,Product Launch,27417,0.0715,3.8711,0.1477,Verified,No
4022,INF0732,Influencer_732,Facebook,Micro,637643,25773,2646,380,CAM03656,3659,33128,Promotion,28799,0.0452,8.0538,0.1271,Verified,No
4023,INF0837,Influencer_837,Instagram,Macro,987186,95912,7861,1691,CAM04181,2267,66274,Product Launch,105464,0.1068,28.2342,0.0215,Verified,Yes
4024,INF0837,Influencer_837,Youtube,Micro,79880,7547,389,77,CAM04182,2439,11126,Giveaway,8013,0.1003,3.5617,0.3044,Verified,No
4026,INF0837,Influencer_837,Facebook,Nano,160506,8748,977,399,CAM04183,187,7552,Giveaway,10124,0.0631,39.385,0.0185,Verified,Yes
4030,INF0838,Influencer_838,Instagram,Macro,685408,7747,1259,234,CAM04186,823,8783,Product Launch,9240,0.0135,9.6719,0.0891,Verified,No
4031,INF0732,Influencer_732,Instagram,Macro,146939,4022,540,52,CAM03659,2714,7040,Product Launch,4614,0.0314,1.594,0.5882,Verified,No
4034,INF0838,Influencer_838,Youtube,Micro,614772,30106,2474,818,CAM04188,2719,22015,Product Launch,33398,0.0543,7.0967,0.0814,Verified,No
4035,INF0838,Influencer_838,Facebook,Nano,11248,798,138,38,CAM04189,3536,7331,Product Launch,974,0.0866,1.0732,3.6304,Verified,No
4039,INF0839,Influencer_839,Instagram,Micro,36495,2295,184,111,CAM04191,2946,14764,Product Launch,2590,0.071,4.0115,1.1375,Verified,No
4040,INF0854,Influencer_854,Youtube,Nano,329840,25248,4220,653,CAM04266,1601,21808,Promotion,30121,0.0913,12.6215,0.0532,Verified,No
4041,INF0839,Influencer_839,Youtube,Macro,116625,8540,1213,191,CAM04192,1253,7719,Promotion,9944,0.0853,5.1604,0.126,Verified,No
4043,INF0854,Influencer_854,Facebook,Nano,753205,13864,2223,162,CAM04267,1766,13025,Product Launch,16249,0.0216,6.3754,0.1087,Verified,No
4045,INF0733,Influencer_733,Instagram,Macro,960759,87734,11914,3521,CAM03661,4563,74259,Product Launch,103169,0.1074,15.2742,0.0442,Verified,No
4046,INF0854,Influencer_854,Instagram,Nano,905034,17059,3339,763,CAM04268,4711,28863,Promotion,21161,0.0234,5.1267,0.2226,Verified,No
4047,INF0839,Influencer_839,Facebook,Micro,145086,13077,2343,320,CAM04194,1113,11654,Promotion,15740,0.1085,9.4708,0.0707,Verified,No
4052,INF0733,Influencer_733,Facebook,Micro,162711,8484,1416,403,CAM03663,3065,18363,Product Launch,10303,0.0633,4.9912,0.2975,Verified,No
4053,INF0840,Influencer_840,Instagram,Micro,660429,17317,3281,632,CAM04196,4191,17793,Product Launch,21230,0.0321,3.2455,0.1974,Verified,No
4054,INF0855,Influencer_855,Youtube,Micro,301092,9362,673,329,CAM04271,307,6735,Promotion,10364,0.0344,20.9381,0.0296,Verified,Yes
4057,INF0855,Influencer_855,Facebook,Micro,870002,33414,1856,1204,CAM04272,972,24902,Giveaway,36474,0.0419,24.6193,0.0266,Verified,Yes
4059,INF0855,Influencer_855,Instagram,Micro,514205,36051,4893,1581,CAM04273,3065,39383,Giveaway,42525,0.0827,11.8493,0.0721,Verified,No
4061,INF0840,Influencer_840,Youtube,Nano,895236,63769,6958,2667,CAM04199,4784,64700,Product Launch,73394,0.082,12.5242,0.0652,Verified,No
4062,INF0734,Influencer_734,Youtube,Micro,957164,61762,5763,2586,CAM03666,4314,50021,Product Launch,70111,0.0732,10.595,0.0615,Verified,No
4063,INF0805,Influencer_805,Facebook,Nano,788665,48840,3027,1665,CAM04021,2848,41957,Promotion,53532,0.0679,13.7321,0.0532,Verified,No
4066,INF0841,Influencer_841,Instagram,Micro,138715,9814,917,439,CAM04201,1987,14400,Giveaway,11170,0.0805,6.2471,0.1779,Verified,No
4068,INF0734,Influencer_734,Instagram,Mega,133970,3557,537,133,CAM03668,1360,7992,Product Launch,4227,0.0316,4.8765,0.3217,Verified,No
4069,INF0841,Influencer_841,Facebook,Nano,193830,14333,2582,702,CAM04202,3861,16437,Product Launch,17617,0.0909,3.2572,0.2192,Verified,No
4074,INF0734,Influencer_734,Facebook,Micro,703174,24484,4825,1097,CAM03670,2492,28963,Product Launch,30406,0.0432,10.6224,0.082,Verified,No
4076,INF0841,Influencer_841,Youtube,Micro,405407,8810,864,156,CAM04205,337,6908,Giveaway,9830,0.0242,19.4985,0.0343,Verified,No
4077,INF0842,Influencer_842,Youtube,Nano,508823,18597,3041,357,CAM04206,269,15643,Product Launch,21995,0.0432,57.1524,0.0122,Verified,Yes
4078,INF0735,Influencer_735,Youtube,Nano,79871,4614,565,173,CAM03671,2146,13268,Promotion,5352,0.067,5.1827,0.401,Verified,No
4080,INF0842,Influencer_842,Facebook,Nano,664873,49421,7105,2072,CAM04207,1618,45776,Product Launch,58598,0.0881,27.2917,0.0276,Verified,Yes
4081,INF0735,Influencer_735,Instagram,Micro,609435,51813,7129,821,CAM03672,2528,43974,Product Launch,59763,0.0981,16.3948,0.0423,Verified,No
4082,INF0806,Influencer_806,Youtube,Micro,220888,9595,1675,391,CAM04026,2337,13890,Product Launch,11661,0.0528,4.9435,0.2004,Verified,No
4084,INF0806,Influencer_806,Instagram,Nano,59812,39007,350,26,CAM04027,672,2525,Product Launch,39383,0.6584,2.7574,0.0171,Verified,No
4088,INF0806,Influencer_806,Facebook,Macro,551856,35690,2926,1034,CAM04029,568,25353,Promotion,39650,0.0718,43.6356,0.0143,Verified,Yes
4089,INF0736,Influencer_736,Facebook,Macro,376253,3898,377,71,CAM03676,4263,7397,Product Launch,4346,0.0116,0.7352,0.9809,Verified,No
4091,INF0736,Influencer_736,Youtube,Mega,251766,7115,812,269,CAM03677,3713,10885,Giveaway,8196,0.0326,1.9316,0.453,Verified,No
4092,INF0807,Influencer_807,Instagram,Nano,780555,59664,9955,2433,CAM04031,147,50076,Promotion,72052,0.0923,339.6531,0.002,Verified,Yes
4095,INF0807,Influencer_807,Youtube,Nano,859411,43719,7897,823,CAM04032,985,36664,Giveaway,52439,0.061,36.2223,0.0188,Verified,Yes
4097,INF0736,Influencer_736,Instagram,Nano,788557,43585,5162,1151,CAM03679,720,34233,Giveaway,49898,0.0633,46.5458,0.0144,Verified,Yes
4101,INF0842,Influencer_842,Instagram,Nano,975877,56517,11229,1767,CAM04209,544,49723,Giveaway,69513,0.0712,90.4026,0.0078,Verified,Yes
4104,INF0856,Influencer_856,Instagram,Macro,13818,1219,233,35,CAM04276,604,2650,Giveaway,1487,0.1076,3.3874,0.4062,Verified,No
4105,INF0843,Influencer_843,Facebook,Macro,228112,8638,1492,312,CAM04211,4389,18207,Giveaway,10442,0.0458,3.1483,0.4203,Verified,No
4107,INF0856,Influencer_856,Facebook,Micro,294441,21721,3612,325,CAM04277,891,20929,Giveaway,25658,0.0871,22.4893,0.0347,Verified,Yes
4109,INF0808,Influencer_808,Instagram,Micro,848065,79036,12789,2024,CAM04036,1386,65922,Giveaway,93849,0.1107,46.5628,0.0148,Verified,Yes
4110,INF0843,Influencer_843,Instagram,Micro,946061,78254,15191,3514,CAM04213,822,71683,Giveaway,96959,0.1025,86.2056,0.0085,Verified,Yes
4112,INF0737,Influencer_737,Instagram,Micro,469910,46266,2562,1685,CAM03681,872,33138,Product Launch,50513,0.1075,37.0023,0.0173,Verified,Yes
4115,INF0843,Influencer_843,Youtube,Micro,684362,14019,2643,616,CAM04215,1655,13235,Giveaway,17278,0.0252,6.997,0.0958,Verified,No
4116,INF0737,Influencer_737,Facebook,Micro,232437,14406,1382,528,CAM03682,4823,33966,Giveaway,16316,0.0702,6.0425,0.2956,Verified,No
4117,INF0856,Influencer_856,Youtube,Nano,204265,13686,916,497,CAM04279,306,10698,Promotion,15099,0.0739,33.9608,0.0203,Verified,Yes
4118,INF0844,Influencer_844,Youtube,Nano,419235,15121,2554,516,CAM04216,1796,16351,Giveaway,18191,0.0434,8.1041,0.0987,Verified,No
4120,INF0844,Influencer_844,Facebook,Micro,78668,2760,271,64,CAM04217,1408,5619,Giveaway,3095,0.0393,2.9908,0.4549,Verified,No
4121,INF0737,Influencer_737,Youtube,Macro,486610,9492,1330,409,CAM03683,1215,11190,Product Launch,11231,0.0231,8.2099,0.1082,Verified,No
4124,INF0808,Influencer_808,Facebook,Micro,991890,27237,4821,894,CAM04039,1375,28468,Promotion,32952,0.0332,19.704,0.0417,Verified,No
4127,INF0857,Influencer_857,Facebook,Micro,619580,28898,2907,1196,CAM04281,1967,28244,Product Launch,33001,0.0533,13.3589,0.0596,Verified,No
4128,INF0808,Influencer_808,Youtube,Macro,775008,68292,8775,3175,CAM04040,2452,66984,Product Launch,80242,0.1035,26.3181,0.0306,Verified,Yes
4131,INF0857,Influencer_857,Youtube,Micro,603725,20840,1748,420,CAM04282,3095,23741,Promotion,23008,0.0381,6.6708,0.1345,Verified,No
4132,INF0845,Influencer_845,Youtube,Nano,800808,73217,12650,2857,CAM04221,4729,76001,Promotion,88724,0.1108,15.0713,0.0533,Verified,No
4133,INF0809,Influencer_809,Instagram,Micro,658692,31960,3297,1043,CAM04041,1629,39986,Giveaway,36300,0.0551,23.5463,0.0449,Verified,Yes
4134,INF0738,Influencer_738,Facebook,Micro,619335,21686,2689,595,CAM03686,2016,20058,Promotion,24970,0.0403,8.9494,0.0807,Verified,No
4135,INF0845,Influencer_845,Instagram,Micro,628844,24809,4902,323,CAM04222,3232,36212,Promotion,30034,0.0478,10.2042,0.1076,Verified,No
4136,INF0857,Influencer_857,Instagram,Macro,277364,25212,1518,556,CAM04283,4465,21628,Giveaway,27286,0.0984,3.8439,0.1636,Verified,No
4137,INF0845,Influencer_845,Facebook,Mega,715960,38956,2043,517,CAM04223,4170,35113,Promotion,41516,0.058,7.4204,0.1004,Verified,No
4138,INF0809,Influencer_809,Youtube,Micro,778368,18873,3436,369,CAM04042,695,17769,Promotion,22678,0.0291,24.5669,0.0306,Verified,Yes
4139,INF0738,Influencer_738,Youtube,Nano,350033,7485,433,304,CAM03687,1053,9305,Giveaway,8222,0.0235,7.8367,0.1281,Verified,No
4145,INF0846,Influencer_846,Instagram,Mega,557540,6987,448,306,CAM04226,3312,13954,Giveaway,7741,0.0139,3.2132,0.4279,Verified,No
4148,INF0858,Influencer_858,Instagram,Micro,691574,14331,1593,328,CAM04286,3977,17595,Product Launch,16252,0.0235,3.4242,0.2447,Verified,No
4151,INF0858,Influencer_858,Youtube,Nano,458851,20997,1824,399,CAM04287,779,15176,Promotion,23220,0.0506,18.4814,0.0335,Verified,No
4152,INF0846,Influencer_846,Facebook,Nano,261474,5770,560,85,CAM04229,4194,19062,Giveaway,6415,0.0245,3.5451,0.6538,Verified,No
4154,INF0739,Influencer_739,Instagram,Nano,941118,16205,2871,214,CAM03691,2846,26600,Promotion,19290,0.0205,8.3465,0.1475,Verified,No
4155,INF0858,Influencer_858,Facebook,Micro,825308,33400,2656,1618,CAM04288,2601,32816,Giveaway,37674,0.0456,11.6167,0.069,Verified,No
4156,INF0847,Influencer_847,Instagram,Nano,117445,165165,525,96,CAM04231,2415,14328,Giveaway,165786,1.4116,4.9329,0.0146,Suspicious,No
4159,INF0847,Influencer_847,Facebook,Micro,947801,53558,3372,2104,CAM04232,2801,59133,Giveaway,59034,0.0623,20.1114,0.0474,Verified,No
4160,INF0809,Influencer_809,Facebook,Macro,785270,24620,3066,461,CAM04043,4375,27722,Product Launch,28147,0.0358,5.3365,0.1554,Verified,No
